Employee_ID,Employee_Name,Gender,Age,Department,Job_Role,Location,Employment_Type,Joining_Date,Exit_Date,Years_at_Company,Total_Work_Experience,Education_Level,Salary,Performance_Rating,Job_Satisfaction,Work_Life_Balance,Monthly_Hours,Overtime_Hours,Attendance_Percentage,Projects_Completed,Training_Hours,Promotions,Sick_Days,Manager_Rating,Employee_Engagement,Attrition,Attrition_Reason,Remote_Work,Active_Employee,Exited_Employee
EMP04822,Employee_04822,Male,26,Sales,Account Manager,Delhi,Full-Time,2020-06-14,2026-07-31 00:00:00,6.1,7.9,Master's,1035142,2,2.0,4,216,29,90.9,5,39.0,1,11,2.0,3,No,Not Applicable,Yes,1,0
EMP04823,Employee_04823,Male,21,IT,Data Analyst,Chennai,Full-Time,2014-07-07,2016-01-07 00:00:00,12.1,15.1,Bachelor's,1458438,3,2.0,3,138,1,96.9,4,35.0,0,5,3.0,2,No,Not Applicable,Yes,1,0
EMP04824,Employee_04824,Male,33,Finance,Accountant,Ahmedabad,Full-Time,2025-08-17,2026-07-31 00:00:00,1.0,1.9,Bachelor's,928941,4,4.0,1,153,16,96.0,10,47.0,0,4,4.0,3,No,Not Applicable,No,1,0
EMP04825,Employee_04825,Male,21,Marketing,Marketing Manager,Ahmedabad,Full-Time,2016-04-03,2019-04-03 00:00:00,10.3,15.8,Bachelor's,1211885,1,4.0,4,153,28,94.0,1,22.0,4,6,2.0,3,No,Not Applicable,No,1,0
EMP04826,Employee_04826,Female,28,IT,Data Analyst,Ahmedabad,Full-Time,2020-02-23,2024-05-23 00:00:00,6.4,5.3,Master's,1154714,4,5.0,3,153,18,89.6,3,27.0,1,3,3.0,4,No,Not Applicable,No,1,0
EMP04827,Employee_04827,Female,34,Sales,Sales Analyst,Ahmedabad,Full-Time,2021-12-31,2026-07-31 00:00:00,4.6,4.3,Bachelor's,1209965,4,4.0,4,191,22,96.3,7,30.0,2,4,4.0,4,No,Not Applicable,Yes,1,0
EMP04828,Employee_04828,Female,29,Marketing,Marketing Executive,Kolkata,Part-Time,2015-10-29,2022-07-29 00:00:00,10.8,13.8,Bachelor's,1430191,4,3.0,3,133,14,100.0,1,42.0,2,5,4.0,4,No,Not Applicable,Yes,1,0
EMP04829,Employee_04829,Male,26,Sales,Sales Analyst,Hyderabad,Part-Time,2022-09-23,2026-07-31 00:00:00,3.9,3.2,Bachelor's,1050289,4,5.0,5,150,8,97.1,5,26.0,0,5,3.0,4,No,Not Applicable,No,1,0
EMP04830,Employee_04830,Female,40,IT,IT Manager,Bengaluru,Full-Time,2021-08-29,2022-11-29 00:00:00,4.9,8.0,Diploma,1771060,4,3.0,3,174,21,94.7,4,40.0,0,3,5.0,4,No,Not Applicable,Yes,1,0
EMP04831,Employee_04831,Male,38,Sales,Business Development Executive,Hyderabad,Part-Time,2016-04-27,2018-10-27 00:00:00,10.3,13.9,MBA,1710711,5,3.0,3,169,7,94.0,6,44.0,0,3,5.0,4,No,Not Applicable,No,1,0
EMP04832,Employee_04832,Female,39,Sales,Business Development Executive,Delhi,Full-Time,2024-02-28,2026-07-31 00:00:00,2.4,4.2,Master's,1281318,1,3.0,2,171,11,89.7,2,25.0,0,6,1.0,2,No,Not Applicable,No,1,0
EMP04833,Employee_04833,Female,45,Operations,Supply Chain Analyst,Kolkata,Full-Time,2023-09-12,2026-07-31 00:00:00,2.9,5.2,MBA,1224595,2,4.0,3,173,0,90.5,3,43.0,1,4,2.0,3,No,Not Applicable,Yes,1,0
EMP04834,Employee_04834,Male,30,Sales,Sales Executive,Ahmedabad,Full-Time,2018-06-18,2023-09-18 00:00:00,8.1,8.7,Bachelor's,1310088,4,4.0,4,150,0,94.6,5,30.0,0,5,4.0,4,No,Not Applicable,Yes,1,0
EMP04835,Employee_04835,Female,22,Marketing,Marketing Analyst,Chennai,Full-Time,2022-01-06,2026-07-31 00:00:00,4.6,9.7,Bachelor's,961955,3,4.0,4,156,7,92.3,6,15.0,0,5,3.0,4,No,Not Applicable,Yes,1,0
EMP04836,Employee_04836,Female,24,Sales,Sales Analyst,Bengaluru,Full-Time,2022-10-19,2026-07-31 00:00:00,3.8,5.5,Bachelor's,885132,4,3.0,3,150,5,92.6,5,34.0,0,3,3.0,3,No,Not Applicable,Yes,1,0
EMP04837,Employee_04837,Female,29,Marketing,Digital Marketing Specialist,Delhi,Full-Time,2024-08-21,2025-08-21 00:00:00,1.9,1.9,Bachelor's,766515,1,4.0,2,192,31,93.8,1,36.0,0,3,2.0,1,No,Not Applicable,Yes,1,0
EMP04838,Employee_04838,Male,32,Sales,Sales Manager,Bengaluru,Full-Time,2020-06-10,2022-09-10 00:00:00,6.1,8.2,MBA,1133489,3,3.0,3,177,8,99.8,5,30.0,0,8,4.0,3,No,Not Applicable,No,1,0
EMP04839,Employee_04839,Female,22,Sales,Business Development Executive,Hyderabad,Full-Time,2019-04-21,2022-10-21 00:00:00,7.3,8.6,Bachelor's,1007284,5,2.0,5,197,10,89.3,5,15.0,1,4,5.0,4,No,Not Applicable,Yes,1,0
EMP04840,Employee_04840,Female,25,Sales,Account Manager,Hyderabad,Part-Time,2018-08-12,2023-05-12 00:00:00,8.0,17.5,Bachelor's,1597324,3,3.0,4,203,16,89.4,3,19.0,4,7,4.0,4,No,Not Applicable,No,1,0
EMP04841,Employee_04841,Male,32,Finance,Finance Manager,Delhi,Full-Time,2025-11-07,2026-07-31 00:00:00,0.7,0.5,Bachelor's,1162342,5,3.0,4,177,12,89.9,3,40.0,1,5,5.0,5,No,Not Applicable,Yes,1,0
EMP04842,Employee_04842,Male,35,IT,DevOps Engineer,Hyderabad,Full-Time,2020-10-04,2026-07-31 00:00:00,5.8,11.9,Master's,1622017,4,4.0,4,161,14,97.5,2,23.0,1,6,4.0,3,No,Not Applicable,No,1,0
EMP04843,Employee_04843,Female,31,Marketing,SEO Specialist,Ahmedabad,Contract,2022-12-22,2026-07-31 00:00:00,3.6,5.3,Master's,1245427,5,4.0,4,159,25,97.7,7,23.0,1,5,4.0,3,No,Not Applicable,No,1,0
EMP04844,Employee_04844,Male,30,IT,Data Analyst,Delhi,Full-Time,2023-09-07,2025-06-07 00:00:00,2.9,8.5,Bachelor's,1530668,4,3.0,3,140,14,93.6,3,43.0,1,3,4.0,2,No,Not Applicable,Yes,1,0
EMP04845,Employee_04845,Non-Binary,29,Operations,Operations Analyst,Mumbai,Full-Time,2018-11-16,2020-11-16 00:00:00,7.7,9.6,Master's,1416742,3,5.0,5,148,5,99.8,10,13.0,3,5,3.0,4,No,Not Applicable,No,1,0
EMP04846,Employee_04846,Female,37,Marketing,Digital Marketing Specialist,Kolkata,Full-Time,2014-11-22,2018-02-22 00:00:00,11.7,10.5,Master's,1443535,3,4.0,4,183,14,89.3,3,15.0,2,8,3.0,4,No,Not Applicable,No,1,0
EMP04847,Employee_04847,Male,30,Operations,Operations Manager,Bengaluru,Full-Time,2023-10-08,2026-07-31 00:00:00,2.8,4.7,Bachelor's,978690,4,3.0,3,163,0,93.6,6,47.0,0,0,5.0,3,No,Not Applicable,No,1,0
EMP04848,Employee_04848,Male,41,IT,System Administrator,Chennai,Part-Time,2021-02-01,2026-07-31 00:00:00,5.5,6.4,Bachelor's,1488917,3,1.0,4,121,18,93.5,6,31.0,1,10,4.0,2,No,Not Applicable,Yes,1,0
EMP04849,Employee_04849,Female,21,IT,IT Manager,Kolkata,Full-Time,2019-04-03,2025-04-03 00:00:00,7.3,14.6,Bachelor's,1431336,3,4.0,3,186,18,91.5,1,28.0,1,8,3.0,4,No,Not Applicable,No,1,0
EMP04850,Employee_04850,Male,38,Marketing,Marketing Analyst,Mumbai,Full-Time,2024-03-02,2026-07-31 00:00:00,2.4,0.5,Bachelor's,977932,4,4.0,5,168,9,92.3,5,37.0,1,5,4.0,5,No,Not Applicable,No,1,0
EMP04851,Employee_04851,Male,37,Finance,Auditor,Ahmedabad,Full-Time,2023-07-03,2025-01-03 00:00:00,3.1,7.0,Master's,1372211,3,5.0,2,167,6,94.4,6,46.0,0,2,2.0,3,No,Not Applicable,No,1,0
EMP04852,Employee_04852,Male,35,Sales,Sales Executive,Mumbai,Full-Time,2023-10-01,2026-07-01 00:00:00,2.8,7.0,Bachelor's,1452015,2,4.0,3,191,30,90.1,3,23.0,2,9,3.0,4,No,Not Applicable,Yes,1,0
EMP04853,Employee_04853,Male,23,IT,IT Manager,Chennai,Full-Time,2023-03-09,2026-03-09 00:00:00,3.4,5.5,Bachelor's,1139462,4,3.0,4,162,0,98.8,8,48.0,2,4,4.0,2,No,Not Applicable,No,1,0
EMP04854,Employee_04854,Female,39,IT,Data Analyst,Kolkata,Full-Time,2021-01-25,2025-04-25 00:00:00,5.5,13.6,Master's,2121625,4,3.0,4,160,0,99.0,5,49.0,1,6,4.0,3,No,Not Applicable,No,1,0
EMP04855,Employee_04855,Female,25,Marketing,Digital Marketing Specialist,Mumbai,Full-Time,2021-10-14,2026-07-31 00:00:00,4.8,12.5,Bachelor's,1432880,4,4.0,4,197,5,94.4,5,36.0,0,4,4.0,4,No,Not Applicable,Yes,1,0
EMP04856,Employee_04856,Male,27,Sales,Business Development Executive,Hyderabad,Full-Time,2023-03-20,2026-07-31 00:00:00,3.4,2.3,Bachelor's,952542,4,4.0,3,199,25,95.6,7,28.0,0,11,4.0,3,No,Not Applicable,Yes,1,0
EMP04857,Employee_04857,Male,24,Operations,Operations Analyst,Delhi,Full-Time,2022-07-24,2026-07-31 00:00:00,4.0,3.5,Bachelor's,862988,3,3.0,3,216,4,88.7,7,27.0,1,1,4.0,3,No,Not Applicable,Yes,1,0
EMP04858,Employee_04858,Male,21,Finance,Senior Accountant,Kolkata,Full-Time,2025-08-06,2026-07-31 00:00:00,1.0,3.9,Master's,1183945,4,4.0,4,163,0,95.4,7,51.0,0,2,4.0,4,No,Not Applicable,No,1,0
EMP04859,Employee_04859,Male,32,Sales,Sales Executive,Delhi,Full-Time,2023-11-22,2026-05-22 00:00:00,2.7,1.7,Master's,962458,2,5.0,3,169,7,92.4,1,15.0,0,1,2.0,3,No,Not Applicable,Yes,1,0
EMP04860,Employee_04860,Female,31,Finance,Auditor,Pune,Part-Time,2024-03-19,2026-07-31 00:00:00,2.4,6.3,Bachelor's,1208324,3,3.0,4,208,33,91.2,1,19.0,0,10,2.0,3,No,Not Applicable,Yes,1,0
EMP04861,Employee_04861,Male,27,Sales,Sales Analyst,Pune,Full-Time,2020-12-31,2024-12-31 00:00:00,5.6,11.1,Bachelor's,1259104,3,3.0,3,189,11,95.9,5,47.0,2,5,3.0,3,No,Not Applicable,No,1,0
EMP04862,Employee_04862,Male,31,Sales,Business Development Executive,Hyderabad,Full-Time,2018-10-09,2024-01-09 00:00:00,7.8,10.9,Bachelor's,1077308,1,4.0,3,167,24,95.9,1,3.0,0,8,1.0,2,No,Not Applicable,Yes,1,0
EMP04863,Employee_04863,Male,39,Operations,Operations Executive,Hyderabad,Full-Time,2015-08-30,2022-02-28 00:00:00,10.9,13.0,Bachelor's,1557516,3,4.0,3,146,22,94.9,4,21.0,3,7,3.0,3,No,Not Applicable,No,1,0
EMP04864,Employee_04864,Female,32,Marketing,Marketing Manager,Kolkata,Full-Time,2024-12-29,2026-07-31 00:00:00,1.6,10.1,Bachelor's,1437246,5,5.0,4,146,1,93.5,7,22.0,0,1,5.0,5,No,Not Applicable,Yes,1,0
EMP04865,Employee_04865,Male,36,IT,IT Manager,Bengaluru,Full-Time,2020-01-19,2021-01-19 00:00:00,6.5,6.8,MBA,1695061,4,3.0,3,182,13,94.4,5,37.0,2,5,5.0,5,No,Not Applicable,Yes,1,0
EMP04866,Employee_04866,Male,32,IT,DevOps Engineer,Ahmedabad,Full-Time,2015-10-05,2018-01-05 00:00:00,10.8,14.1,Bachelor's,1849831,2,3.0,3,168,17,95.3,1,29.0,5,7,2.0,2,No,Not Applicable,Yes,1,0
EMP04867,Employee_04867,Female,26,IT,Data Analyst,Mumbai,Full-Time,2015-03-15,2018-09-15 00:00:00,11.4,17.7,Bachelor's,1778974,3,4.0,3,188,2,89.9,2,15.0,2,2,3.0,4,No,Not Applicable,Yes,1,0
EMP04868,Employee_04868,Female,37,Sales,Account Manager,Kolkata,Full-Time,2021-09-11,2026-06-11 00:00:00,4.9,7.0,Bachelor's,1090887,3,4.0,2,169,11,95.6,5,38.0,2,3,4.0,3,No,Not Applicable,No,1,0
EMP04869,Employee_04869,Male,34,Finance,Accountant,Pune,Full-Time,2019-06-14,2024-06-14 00:00:00,7.1,7.3,Master's,1560824,5,4.0,3,209,27,93.5,7,38.0,2,8,5.0,5,No,Not Applicable,No,1,0
EMP04870,Employee_04870,Female,28,IT,Software Engineer,Delhi,Contract,2020-10-21,2026-07-31 00:00:00,5.8,12.8,Bachelor's,1355050,4,3.0,3,176,22,97.2,6,32.0,1,9,3.0,4,No,Not Applicable,No,1,0
EMP04871,Employee_04871,Male,47,Operations,Operations Analyst,Kolkata,Full-Time,2018-08-11,2026-02-11 00:00:00,8.0,13.0,Bachelor's,1909124,3,5.0,4,176,16,95.4,5,24.0,2,6,2.0,4,No,Not Applicable,Yes,1,0
EMP04872,Employee_04872,Female,35,IT,IT Manager,Hyderabad,Full-Time,2021-12-18,2023-09-18 00:00:00,4.6,5.2,Master's,1594927,4,3.0,4,137,26,91.7,9,36.0,1,4,5.0,3,No,Not Applicable,Yes,1,0
EMP04873,Employee_04873,Female,38,Operations,Operations Executive,Chennai,Full-Time,2014-09-14,2016-09-14 00:00:00,11.9,11.6,Master's,1647284,4,4.0,4,171,28,95.0,6,47.0,3,6,3.0,4,No,Not Applicable,Yes,1,0
EMP04874,Employee_04874,Female,36,Operations,Operations Analyst,Mumbai,Full-Time,2021-08-10,2023-10-01 00:00:00,5.0,10.9,Bachelor's,1584284,5,3.0,4,147,9,94.3,3,40.0,1,4,5.0,4,Yes,Job Dissatisfaction,Yes,0,1
EMP04875,Employee_04875,Female,31,Marketing,Marketing Manager,Kolkata,Contract,2015-10-31,2019-01-31 00:00:00,10.7,12.0,Bachelor's,1363863,5,3.0,2,186,31,89.5,3,31.0,3,12,5.0,3,No,Not Applicable,Yes,1,0
EMP04876,Employee_04876,Male,31,Finance,Finance Manager,Pune,Full-Time,2019-12-09,2024-06-09 00:00:00,6.6,8.6,MBA,1219566,3,2.0,3,196,25,96.7,3,46.0,5,5,2.0,2,No,Not Applicable,Yes,1,0
EMP04877,Employee_04877,Male,29,IT,QA Engineer,Hyderabad,Full-Time,2021-11-15,2026-07-31 00:00:00,4.7,9.7,Bachelor's,1530573,3,2.0,3,185,9,100.0,3,38.0,0,5,4.0,2,No,Not Applicable,Yes,1,0
EMP04878,Employee_04878,Female,35,Sales,Sales Manager,Ahmedabad,Full-Time,2023-09-24,2026-07-31 00:00:00,2.9,2.8,Master's,933539,2,3.0,4,200,4,95.0,3,19.0,0,7,3.0,3,No,Not Applicable,No,1,0
EMP04879,Employee_04879,Female,34,Marketing,Marketing Executive,Ahmedabad,Full-Time,2018-11-02,2026-02-02 00:00:00,7.7,19.5,Master's,1908774,4,3.0,1,213,18,92.4,4,48.0,3,4,4.0,3,No,Not Applicable,Yes,1,0
EMP04880,Employee_04880,Male,36,IT,Data Analyst,Delhi,Full-Time,2021-07-03,2023-01-03 00:00:00,5.1,10.5,Master's,1781228,4,4.0,3,160,25,93.3,7,48.0,2,4,5.0,3,No,Not Applicable,Yes,1,0
EMP04881,Employee_04881,Male,27,IT,Data Analyst,Mumbai,Full-Time,2018-11-05,2021-08-05 00:00:00,7.7,15.3,Bachelor's,1569767,4,4.0,3,160,13,90.7,4,45.0,1,8,3.0,3,No,Not Applicable,Yes,1,0
EMP04882,Employee_04882,Female,38,IT,DevOps Engineer,Delhi,Full-Time,2024-03-22,2026-07-31 00:00:00,2.4,5.9,Master's,1648878,5,4.0,4,170,6,96.9,7,52.0,2,6,5.0,5,No,Not Applicable,Yes,1,0
EMP04883,Employee_04883,Female,33,Operations,Process Associate,Kolkata,Full-Time,2022-06-07,2026-07-31 00:00:00,4.1,6.7,Bachelor's,1089159,4,5.0,4,140,2,100.0,4,20.0,1,5,4.0,5,No,Not Applicable,No,1,0
EMP04884,Employee_04884,Male,37,HR,HR Manager,Hyderabad,Full-Time,2021-12-06,2026-07-31 00:00:00,4.6,4.1,Diploma,1180683,4,4.0,3,159,10,95.1,4,20.0,3,4,5.0,4,No,Not Applicable,No,1,0
EMP04885,Employee_04885,Male,32,HR,HR Analyst,Hyderabad,Full-Time,2022-01-09,2026-07-31 00:00:00,4.6,7.4,Bachelor's,1236246,3,5.0,4,149,3,98.4,4,24.0,0,6,3.0,4,No,Not Applicable,Yes,1,0
EMP04886,Employee_04886,Male,26,Operations,Process Associate,Ahmedabad,Full-Time,2016-09-09,2023-09-09 00:00:00,9.9,17.9,Bachelor's,1488880,4,3.0,4,166,11,94.1,4,12.0,2,5,4.0,3,No,Not Applicable,Yes,1,0
EMP04887,Employee_04887,Male,29,IT,System Administrator,Mumbai,Full-Time,2023-11-20,2025-02-20 00:00:00,2.7,8.0,Bachelor's,1383112,3,3.0,4,145,3,95.2,4,13.0,0,3,2.0,3,No,Not Applicable,No,1,0
EMP04888,Employee_04888,Male,21,IT,DevOps Engineer,Kolkata,Contract,2014-05-14,2016-11-14 00:00:00,12.2,17.3,Bachelor's,1669374,4,3.0,3,151,3,95.2,3,41.0,2,10,5.0,3,No,Not Applicable,No,1,0
EMP04889,Employee_04889,Female,35,Finance,Accountant,Mumbai,Full-Time,2018-02-20,2021-11-20 00:00:00,8.4,13.3,Master's,1703131,4,4.0,1,181,20,88.3,7,38.0,0,5,4.0,3,No,Not Applicable,No,1,0
EMP04890,Employee_04890,Female,33,Sales,Sales Analyst,Bengaluru,Full-Time,2020-10-13,2024-10-13 00:00:00,5.8,12.1,Master's,1482346,4,1.0,3,169,3,97.2,7,46.0,0,4,4.0,2,No,Not Applicable,Yes,1,0
EMP04891,Employee_04891,Female,23,Sales,Account Manager,Hyderabad,Full-Time,2019-10-03,2025-01-03 00:00:00,6.8,5.6,Master's,851232,3,2.0,3,141,17,92.5,8,40.0,0,3,3.0,3,No,Not Applicable,Yes,1,0
EMP04892,Employee_04892,Male,27,IT,QA Engineer,Mumbai,Full-Time,2014-02-27,2020-08-27 00:00:00,12.4,19.7,Bachelor's,1791673,4,5.0,2,171,41,88.4,7,51.0,1,8,4.0,3,No,Not Applicable,Yes,1,0
EMP04893,Employee_04893,Male,27,Sales,Sales Manager,Hyderabad,Full-Time,2022-02-06,2026-07-31 00:00:00,4.5,11.3,Bachelor's,1451440,4,2.0,2,184,0,91.7,6,49.0,1,2,5.0,3,No,Not Applicable,No,1,0
EMP04894,Employee_04894,Male,27,IT,IT Manager,Bengaluru,Full-Time,2018-01-02,2019-01-02 00:00:00,8.6,10.8,Master's,1590951,4,3.0,4,191,21,88.5,7,30.0,2,10,5.0,4,No,Not Applicable,No,1,0
EMP04895,Employee_04895,Female,25,Sales,Sales Executive,Ahmedabad,Full-Time,2018-01-19,2020-04-19 00:00:00,8.5,12.1,Master's,1352262,5,2.0,2,168,27,92.1,8,77.0,1,7,5.0,3,No,Not Applicable,Yes,1,0
EMP04896,Employee_04896,Male,29,IT,QA Engineer,Pune,Full-Time,2015-03-19,2018-09-19 00:00:00,11.4,19.0,MBA,2224774,4,3.0,4,137,14,94.8,5,44.0,4,8,4.0,3,No,Not Applicable,Yes,1,0
EMP04897,Employee_04897,Male,21,Operations,Operations Manager,Mumbai,Full-Time,2020-06-29,2025-03-29 00:00:00,6.1,9.7,Master's,1287191,4,4.0,3,211,25,98.0,7,29.0,3,1,4.0,3,No,Not Applicable,No,1,0
EMP04898,Employee_04898,Male,26,Marketing,SEO Specialist,Delhi,Contract,2020-09-23,2025-09-23 00:00:00,5.9,8.0,Bachelor's,1122598,3,4.0,3,181,7,90.7,4,34.0,1,6,4.0,3,No,Not Applicable,No,1,0
EMP04899,Employee_04899,Male,33,Finance,Finance Manager,Pune,Part-Time,2017-07-22,2023-10-22 00:00:00,9.0,14.6,MBA,1733252,4,4.0,1,121,23,97.4,10,24.0,3,7,2.0,3,No,Not Applicable,Yes,1,0
EMP04900,Employee_04900,Male,34,Sales,Sales Analyst,Delhi,Part-Time,2019-08-05,2026-07-31 00:00:00,7.0,11.6,Bachelor's,1696894,4,5.0,4,155,11,95.4,7,44.0,1,2,4.0,5,No,Not Applicable,No,1,0
EMP04901,Employee_04901,Female,29,Sales,Sales Executive,Mumbai,Full-Time,2023-12-26,2025-09-26 00:00:00,2.6,2.1,Bachelor's,850649,3,5.0,3,159,26,92.9,3,56.0,0,5,3.0,3,No,Not Applicable,No,1,0
EMP04902,Employee_04902,Female,29,Sales,Account Manager,Pune,Full-Time,2014-10-28,2016-10-28 00:00:00,11.8,13.2,Bachelor's,1397314,2,4.0,1,211,28,94.8,5,49.0,3,10,2.0,3,No,Not Applicable,Yes,1,0
EMP04903,Employee_04903,Male,30,Sales,Sales Executive,Bengaluru,Full-Time,2020-05-18,2023-08-18 00:00:00,6.2,11.5,Bachelor's,1532834,5,2.0,5,142,22,90.6,11,44.0,1,8,4.0,4,No,Not Applicable,Yes,1,0
EMP04904,Employee_04904,Female,21,IT,DevOps Engineer,Chennai,Full-Time,2020-01-16,2024-07-16 00:00:00,6.5,10.5,Bachelor's,1341768,3,3.0,4,176,18,95.2,3,24.0,3,4,4.0,4,No,Not Applicable,No,1,0
EMP04905,Employee_04905,Female,21,IT,Software Engineer,Pune,Full-Time,2021-02-09,2026-07-31 00:00:00,5.5,6.8,MBA,1110363,4,4.0,4,149,26,94.4,6,68.0,0,5,4.0,4,No,Not Applicable,No,1,0
EMP04906,Employee_04906,Female,34,HR,HR Executive,Bengaluru,Full-Time,2016-09-05,2022-09-05 00:00:00,9.9,7.3,Master's,1435940,5,4.0,4,240,41,95.8,7,74.0,2,11,5.0,4,No,Not Applicable,Yes,1,0
EMP04907,Employee_04907,Female,38,Marketing,Marketing Manager,Ahmedabad,Full-Time,2019-06-25,2026-07-31 00:00:00,7.1,11.1,Bachelor's,1649400,3,3.0,3,166,14,97.6,3,6.0,1,4,2.0,3,No,Not Applicable,Yes,1,0
EMP04908,Employee_04908,Male,34,Finance,Accountant,Ahmedabad,Full-Time,2024-12-13,2026-06-13 00:00:00,1.6,3.1,Master's,1209723,3,4.0,3,163,27,95.4,4,36.0,0,6,2.0,3,No,Not Applicable,No,1,0
EMP04909,Employee_04909,Male,24,HR,HR Manager,Delhi,Full-Time,2020-04-17,2023-01-17 00:00:00,6.3,5.8,Bachelor's,857134,4,3.0,4,173,11,92.2,6,11.0,2,5,4.0,4,No,Not Applicable,Yes,1,0
EMP04910,Employee_04910,Female,29,HR,HR Manager,Bengaluru,Full-Time,2014-06-30,2017-06-30 00:00:00,12.1,15.7,Bachelor's,1264241,2,3.0,3,199,30,94.8,10,36.0,1,6,2.0,3,No,Not Applicable,No,1,0
EMP04911,Employee_04911,Male,33,Marketing,Digital Marketing Specialist,Pune,Full-Time,2020-06-23,2024-09-23 00:00:00,6.1,12.6,Master's,1670294,4,4.0,3,164,28,94.7,1,6.0,0,4,5.0,4,No,Not Applicable,No,1,0
EMP04912,Employee_04912,Non-Binary,33,Operations,Operations Executive,Ahmedabad,Full-Time,2018-03-20,2023-09-20 00:00:00,8.4,13.6,Bachelor's,1528549,3,3.0,4,170,4,95.2,8,41.0,2,6,3.0,3,No,Not Applicable,Yes,1,0
EMP04913,Employee_04913,Male,30,Sales,Sales Executive,Ahmedabad,Full-Time,2020-04-25,2026-07-31 00:00:00,6.3,14.3,MBA,1610638,3,4.0,5,128,28,94.3,6,36.0,1,10,4.0,4,No,Not Applicable,Yes,1,0
EMP04914,Employee_04914,Female,27,Operations,Operations Executive,Bengaluru,Full-Time,2019-05-18,2026-05-18 00:00:00,7.2,9.2,Master's,1178576,3,4.0,4,151,10,95.1,4,19.0,0,6,3.0,4,No,Not Applicable,Yes,1,0
EMP04915,Employee_04915,Male,33,Finance,Accountant,Pune,Full-Time,2022-07-19,2023-10-19 00:00:00,4.0,8.7,Bachelor's,1350720,3,4.0,3,186,16,94.7,6,41.0,0,3,3.0,3,No,Not Applicable,Yes,1,0
EMP04916,Employee_04916,Female,28,IT,IT Manager,Hyderabad,Full-Time,2020-04-22,2022-10-22 00:00:00,6.3,9.0,Bachelor's,1298997,1,4.0,3,191,11,91.1,1,40.0,2,7,1.0,4,No,Not Applicable,Yes,1,0
EMP04917,Employee_04917,Male,30,Sales,Business Development Executive,Bengaluru,Full-Time,2015-07-19,2019-04-19 00:00:00,11.0,12.0,MBA,1487775,5,4.0,4,145,0,95.5,13,23.0,1,5,5.0,4,No,Not Applicable,No,1,0
EMP04918,Employee_04918,Female,35,Operations,Operations Analyst,Mumbai,Full-Time,2024-10-01,2026-07-31 00:00:00,1.8,4.0,Bachelor's,1098855,3,4.0,4,196,13,94.8,6,24.0,0,8,3.0,4,No,Not Applicable,No,1,0
EMP04919,Employee_04919,Male,35,Operations,Operations Analyst,Hyderabad,Full-Time,2022-08-20,2026-07-31 00:00:00,3.9,8.3,Master's,1326041,4,3.0,3,169,22,97.0,7,60.0,0,4,4.0,4,No,Not Applicable,No,1,0
EMP04920,Employee_04920,Male,24,HR,HR Executive,Mumbai,Full-Time,2016-08-12,2023-02-12 00:00:00,10.0,13.0,Bachelor's,1350185,5,3.0,5,177,18,95.8,3,32.0,3,8,5.0,5,No,Not Applicable,No,1,0
EMP04921,Employee_04921,Female,38,IT,System Administrator,Ahmedabad,Full-Time,2016-02-24,2023-11-24 00:00:00,10.4,13.7,Bachelor's,1914033,3,2.0,5,144,0,92.5,4,8.0,3,5,2.0,4,No,Not Applicable,Yes,1,0
EMP04922,Employee_04922,Female,30,Operations,Process Associate,Kolkata,Full-Time,2016-06-22,2017-06-22 00:00:00,10.1,9.8,Bachelor's,1377355,4,4.0,2,130,5,97.2,4,42.0,4,2,4.0,4,No,Not Applicable,No,1,0
EMP04923,Employee_04923,Male,30,Sales,Account Manager,Delhi,Full-Time,2019-08-17,2021-11-17 00:00:00,7.0,15.0,Bachelor's,1537262,4,3.0,4,192,29,89.4,10,46.0,2,7,4.0,4,No,Not Applicable,No,1,0
EMP04924,Employee_04924,Male,26,Operations,Operations Analyst,Bengaluru,Full-Time,2022-12-23,2026-06-23 00:00:00,3.6,12.7,Bachelor's,1161111,3,1.0,3,189,25,94.8,2,33.0,1,7,3.0,2,No,Not Applicable,No,1,0
EMP04925,Employee_04925,Male,28,Marketing,Marketing Analyst,Ahmedabad,Full-Time,2014-05-13,2019-02-13 00:00:00,12.2,15.4,MBA,1522982,3,3.0,2,169,29,93.0,10,26.0,1,4,4.0,3,No,Not Applicable,Yes,1,0
EMP04926,Employee_04926,Female,35,IT,DevOps Engineer,Chennai,Full-Time,2020-04-08,2025-04-08 00:00:00,6.3,9.9,MBA,1742578,2,2.0,4,193,31,98.1,1,22.0,3,5,2.0,3,No,Not Applicable,Yes,1,0
EMP04927,Employee_04927,Female,27,Sales,Sales Analyst,Bengaluru,Full-Time,2023-03-05,2026-07-31 00:00:00,3.4,5.3,Master's,1022105,3,2.0,4,185,0,99.5,6,26.0,0,1,2.0,2,No,Not Applicable,Yes,1,0
EMP04928,Employee_04928,Female,35,IT,Software Engineer,Chennai,Full-Time,2017-03-23,2024-09-23 00:00:00,9.4,12.6,Master's,2007505,4,4.0,4,151,26,93.6,6,37.0,3,10,4.0,4,No,Not Applicable,Yes,1,0
EMP04929,Employee_04929,Male,21,IT,System Administrator,Ahmedabad,Full-Time,2025-05-31,2026-07-31 00:00:00,1.2,4.9,Diploma,1078085,4,4.0,1,174,0,93.7,9,14.0,0,4,5.0,3,No,Not Applicable,Yes,1,0
